,station_id,variable,file_name
356,34154001,RR,SH_MRR234154001.csv
357,34174002,RR,SH_MRR234174002.csv
358,34178001,RR,SH_MRR034178001.csv
359,34233001,RR,SH_MRR134233001.csv
360,34274001,RR,SH_MRR234274001.csv
361,34277001,RR,SH_MRR134277001.csv
362,34284001,RR,SH_MRR134284001.csv
363,34319001,RR,SH_MRR134319001.csv
364,35026001,RR,SH_MRR135026001.csv
365,35115001,RR,SH_MRR235115001.csv
366,35178001,RR,SH_MRR135178001.csv
367,35202001,RR,SH_MRR135202001.csv
368,35224001,RR,SH_MRR235224001.csv
369,35228001,RR,SH_MRR135228001.csv
370,35238003,RR,SH_MRR235238003.csv
371,35281001,RR,SH_MRR235281001.csv
372,35294001,RR,SH_MRR135294001.csv
373,35347001,RR,SH_MRR135347001.csv
374,36001001,RR,SH_MRR136001001.csv
375,36018001,RR,SH_MRR136018001.csv
376,36034002,RR,SH_MRR136034002.csv
377,36063001,RR,SH_MRR136063001.csv
378,36070001,RR,SH_MRR136070001.csv
379,36088005,RR,SH_MRR036088005.csv
380,36093002,RR,SH_MRR036093002.csv
381,36103001,RR,SH_MRR136103001.csv
382,36113001,RR,SH_MRR136113001.csv
383,36127002,RR,SH_MRR136127002.csv
384,36139001,RR,SH_MRR136139001.csv
385,36141001,RR,SH_MRR136141001.csv
386,36147001,RR,SH_MRR136147001.csv
387,36155001,RR,SH_MRR136155001.csv
388,36186001,RR,SH_MRR136186001.csv
389,36192001,RR,SH_MRR136192001.csv
390,36208001,RR,SH_MRR136208001.csv
391,37023002,RR,SH_MRR137023002.csv
392,37113001,RR,SH_MRR137113001.csv
393,37119001,RR,SH_MRR137119001.csv
394,37122001,RR,SH_MRR137122001.csv
395,37128002,RR,SH_MRR137128002.csv
396,37170001,RR,SH_MRR137170001.csv
397,37179001,RR,SH_MRR137179001.csv
398,37240001,RR,SH_MRR037240001.csv
399,37241001,RR,SH_MRR137241001.csv
400,37253001,RR,SH_MRR137253001.csv
401,38006001,RR,SH_MRR138006001.csv
402,38021001,RR,SH_MRR138021001.csv
403,38034001,RR,SH_MRR138034001.csv
404,38040001,RR,SH_MRR238040001.csv
405,38053003,RR,SH_MRR138053003.csv
406,38082001,RR,SH_MRR238082001.csv
407,38153001,RR,SH_MRR138153001.csv
408,38162001,RR,SH_MRR238162001.csv
409,38242001,RR,SH_MRR138242001.csv
410,38285001,RR,SH_MRR138285001.csv
411,38315002,RR,SH_MRR038315002.csv
412,38349001,RR,SH_MRR038349001.csv
413,38442001,RR,SH_MRR138442001.csv
414,38504001,RR,SH_MRR138504001.csv
415,38527001,RR,SH_MRR138527001.csv
416,39156001,RR,SH_MRR139156001.csv
417,39159002,RR,SH_MRR139159002.csv
418,39177001,RR,SH_MRR039177001.csv
419,39198001,RR,SH_MRR139198001.csv
420,39235001,RR,SH_MRR139235001.csv
421,39240001,RR,SH_MRR139240001.csv
422,39362001,RR,SH_MRR139362001.csv
423,39485002,RR,SH_MRR139485002.csv
424,40031001,RR,SH_MRR140031001.csv
425,40033001,RR,SH_MRR140033001.csv
426,40088001,RR,SH_MRR140088001.csv
427,40134001,RR,SH_MRR140134001.csv
428,40192001,RR,SH_MRR140192001.csv
429,40272002,RR,SH_MRR040272002.csv
430,40286001,RR,SH_MRR140286001.csv
431,40304001,RR,SH_MRR140304001.csv
432,41018001,RR,SH_MRR141018001.csv
433,41050002,RR,SH_MRR141050002.csv
434,41075003,RR,SH_MRR141075003.csv
435,41080001,RR,SH_MRR141080001.csv
436,41106001,RR,SH_MRR141106001.csv
437,41269001,RR,SH_MRR141269001.csv
438,41285001,RR,SH_MRR141285001.csv
439,42005001,RR,SH_MRR142005001.csv
440,42011001,RR,SH_MRR142011001.csv
441,42042001,RR,SH_MRR042042001.csv
442,42059001,RR,SH_MRR042059001.csv
443,42094003,RR,SH_MRR042094003.csv
444,42098001,RR,SH_MRR142098001.csv
445,42145003,RR,SH_MRR142145003.csv
446,42152001,RR,SH_MRR042152001.csv
447,42159001,RR,SH_MRR042159001.csv
448,42165003,RR,SH_MRR142165003.csv
449,42227001,RR,SH_MRR142227001.csv
450,42239001,RR,SH_MRR142239001.csv
451,42287001,RR,SH_MRR142287001.csv
452,42306001,RR,SH_MRR142306001.csv
453,43003001,RR,SH_MRR143003001.csv
454,43037001,RR,SH_MRR143037001.csv
455,43046001,RR,SH_MRR143046001.csv
456,43062001,RR,SH_MRR143062001.csv
457,43071001,RR,SH_MRR143071001.csv
458,43118001,RR,SH_MRR143118001.csv
459,43162001,RR,SH_MRR143162001.csv
460,43244003,RR,SH_MRR143244003.csv
461,43246001,RR,SH_MRR143246001.csv
462,44015001,RR,SH_MRR044015001.csv
463,44020001,RR,SH_MRR144020001.csv
464,44067001,RR,SH_MRR144067001.csv
465,44103001,RR,SH_MRR144103001.csv
466,44109012,RR,SH_MRR044109012.csv
467,44110002,RR,SH_MRR044110002.csv
468,44113001,RR,SH_MRR144113001.csv
469,44117002,RR,SH_MRR044117002.csv
470,44120002,RR,SH_MRR144120002.csv
471,44129001,RR,SH_MRR144129001.csv
472,44131002,RR,SH_MRR144131002.csv
473,44180005,RR,SH_MRR144180005.csv
474,44181001,RR,SH_MRR144181001.csv
475,44188001,RR,SH_MRR144188001.csv
476,45055001,RR,SH_MRR145055001.csv
477,45069001,RR,SH_MRR145069001.csv
478,45145001,RR,SH_MRR145145001.csv
479,45187001,RR,SH_MRR145187001.csv
480,45193001,RR,SH_MRR145193001.csv
481,45245001,RR,SH_MRR045245001.csv
482,45253001,RR,SH_MRR145253001.csv
483,45270002,RR,SH_MRR045270002.csv
484,45340002,RR,SH_MRR145340002.csv
485,46005001,RR,SH_MRR046005001.csv
486,46038002,RR,SH_MRR146038002.csv
487,46127001,RR,SH_MRR046127001.csv
488,46128002,RR,SH_MRR146128002.csv
489,46143001,RR,SH_MRR246143001.csv
490,46160001,RR,SH_MRR146160001.csv
491,46173006,RR,SH_MRR046173006.csv
492,46176001,RR,SH_MRR146176001.csv
493,46201001,RR,SH_MRR246201001.csv
494,46287001,RR,SH_MRR246287001.csv
495,46330002,RR,SH_MRR146330002.csv
496,46332001,RR,SH_MRR146332001.csv
497,47086001,RR,SH_MRR147086001.csv
498,47091001,RR,SH_MRR147091001.csv
499,47138001,RR,SH_MRR147138001.csv
500,47213001,RR,SH_MRR147213001.csv
501,47221001,RR,SH_MRR147221001.csv
502,47327001,RR,SH_MRR247327001.csv
503,48009001,RR,SH_MRR148009001.csv
504,48014003,RR,SH_MRR048014003.csv
505,48019004,RR,SH_MRR048019004.csv
506,48027002,RR,SH_MRR148027002.csv
507,48036001,RR,SH_MRR048036001.csv
508,48043001,RR,SH_MRR248043001.csv
509,48045001,RR,SH_MRR148045001.csv
510,48051002,RR,SH_MRR248051002.csv
511,48061002,RR,SH_MRR248061002.csv
512,48070004,RR,SH_MRR148070004.csv
513,48087002,RR,SH_MRR048087002.csv
514,48095004,RR,SH_MRR248095004.csv
515,48103001,RR,SH_MRR248103001.csv
516,48116001,RR,SH_MRR248116001.csv
517,48126001,RR,SH_MRR148126001.csv
518,48140005,RR,SH_MRR048140005.csv
519,48145005,RR,SH_MRR048145005.csv
520,48146001,RR,SH_MRR248146001.csv
521,48156002,RR,SH_MRR148156002.csv
522,48187003,RR,SH_MRR048187003.csv
523,48198001,RR,SH_MRR148198001.csv
524,49008001,RR,SH_MRR049008001.csv
525,49020001,RR,SH_MRR149020001.csv
526,49022001,RR,SH_MRR149022001.csv
527,49027001,RR,SH_MRR149027001.csv
528,49099003,RR,SH_MRR149099003.csv
529,49188001,RR,SH_MRR049188001.csv
530,49215002,RR,SH_MRR049215002.csv
531,49248003,RR,SH_MRR049248003.csv
532,49276001,RR,SH_MRR149276001.csv
533,49281001,RR,SH_MRR149281001.csv
534,49307001,RR,SH_MRR149307001.csv
535,49328001,RR,SH_MRR149328001.csv
536,49373001,RR,SH_MRR149373001.csv
537,50020001,RR,SH_MRR250020001.csv
538,50082001,RR,SH_MRR250082001.csv
539,50144001,RR,SH_MRR150144001.csv
540,50209001,RR,SH_MRR050209001.csv
541,50298001,RR,SH_MRR150298001.csv
542,50456001,RR,SH_MRR150456001.csv
543,50484002,RR,SH_MRR150484002.csv
544,51009001,RR,SH_MRR151009001.csv
545,51015001,RR,SH_MRR051015001.csv
546,51210001,RR,SH_MRR151210001.csv
547,51242001,RR,SH_MRR151242001.csv
548,51262001,RR,SH_MRR151262001.csv
549,51388003,RR,SH_MRR051388003.csv
550,51449002,RR,SH_MRR051449002.csv
551,51545001,RR,SH_MRR151545001.csv
