station_id,station_name,department_id,altitude,latitude,longitude,city
14431002,MEZIDON-CANON,14,35,49.0885,-0.077333,MEZIDON VALLEE D'AUGE
14446001,MONTIGNY,14,151,49.045833,-0.530167,MONTIGNY
14501002,PIERREFITTE CIN_SAPC,14,185,48.891,-0.385833,PIERREFITTE-EN-CINGLAIS
14515001,PORT EN BESSIN,14,68,49.349167,-0.772667,PORT-EN-BESSIN-HUPPAIN
14578001,ST GATIEN DES B,14,139,49.3645,0.167,SAINT-GATIEN-DES-BOIS
14579002,SAINT GEORGES D,14,185,49.0345,-0.686,SEULLINE
14624001,L OUDON LIEURY_SAPC,14,52,48.9895,-0.009167,SAINT-PIERRE-EN-AUGE
14634001,SAINT MICHEL DE,14,140,49.006833,0.1295,LIVAROT-PAYS-D'AUGE
14659001,ST SYLVAIN_SAPC,14,62,49.06,-0.234333,SAINT-SYLVAIN
14665001,SALLENELLES,14,7,49.264167,-0.234667,SALLENELLES
14727001,VAUBADON,14,105,49.21,-0.835333,BALLEROY-SUR-DROME
14762004,VIRE HIPPODROME,14,100,48.850833,-0.899,VIRE NORMANDIE
15001003,ALLANCHE,15,1010,45.232,2.937667,ALLANCHE
15014001,AURILLAC - VILL,15,707,44.935833,2.438333,AURILLAC
15014004,AURILLAC,15,632,44.8915,2.419167,AURILLAC
15025001,PRAT DE BOUC,15,1405,45.0525,2.792,ALBEPIERRE-BREDONS
15050001,LE CLAUX,15,1033,45.1725,2.7105,LE CLAUX
15053001,COLTINES,15,979,45.074667,2.990667,COLTINES
15060001,DEUX-VERG,15,1098,44.8005,3.013833,DEUX-VERGES
15060002,DEUX-VERGES,15,1080,44.8015,3.012667,DEUX-VERGES
15068001,FAVEROLLES,15,905,44.9435,3.149,VAL D'ARCOMIE
15085001,LABROUSSE,15,800,44.855333,2.540667,LABROUSSE
15101004,LE LIORAN_SAPC,15,1236,45.080833,2.747667,LAVEISSIERE
15114002,MARCENAT,15,1075,45.302667,2.833,MARCENAT
15118002,MARMANHAC,15,644,45.002833,2.4745,MARMANHAC
15119001,MASSIAC,15,533,45.263333,3.197833,MASSIAC
15120005,MAURIAC,15,674,45.222167,2.293167,MAURIAC
15122002,MAURS,15,480,44.734167,2.166,MAURS
15138001,MURAT,15,904,45.1095,2.862167,MURAT
15162003,RIOM-MONTAGNES,15,837,45.280167,2.664667,RIOM-ES-MONTAGNES
15169001,SAIGNES,15,533,45.334167,2.4915,SAIGNES
15181001,ST CONSTANT,15,260,44.684833,2.23,SAINT-CONSTANT-FOURNOULES
15187006,ST FLOUR,15,909,45.024333,3.067333,SAINT-FLOUR
15191001,ST ILLIDE,15,635,45.064,2.303833,SAINT-ILLIDE
15196001,ST MAMET,15,740,44.858833,2.310667,SAINT-MAMET-LA-SALVETAT
15207002,ST- PONCY_SAPC,15,805,45.178333,3.174167,SAINT-PONCY
15226001,SENEZERGUES,15,530,44.704,2.428167,SENEZERGUES
15231001,TALIZAT,15,975,45.113833,3.037333,TALIZAT
15235002,LES TERNES,15,1007,44.992833,3.001833,LES TERNES
15248001,VALUEJOLS,15,1074,45.053167,2.935833,VALUEJOLS
15258004,VIC SUR CERE,15,657,44.965833,2.612167,VIC-SUR-CERE
16028001,BARBEZIEUX,16,72,45.481,-0.148667,BARBEZIEUX-SAINT-HILAIRE
16078001,ANGOULEME - BRIE - CHAMPNIERS,16,124,45.728,0.220667,CHAMPNIERS
16089001,COGNAC,16,30,45.665,-0.315833,CHATEAUBERNARD
16113001,LA COURONNE,16,58,45.627833,0.099833,LA COURONNE
16193001,LOUZAC ST ANDRE,16,51,45.735833,-0.381833,CHERVES-RICHEMONT
16225001,MONTEMBOEUF,16,247,45.787167,0.543,MONTEMBOEUF
16256001,PASSIRAC,16,114,45.334,-0.078667,PASSIRAC
16279001,RIOUX MARTIN,16,81,45.262,0.003333,RIOUX-MARTIN
16363001,SAULGOND_SAPC,16,228,45.956333,0.781667,SAULGOND
16366001,SEGONZAC_SAPC,16,62,45.6145,-0.2235,SEGONZAC
16390001,TUSSON,16,88,45.949,0.062167,TUSSON
16403001,LE VIEUX CERIER_SAPC,16,162,45.9675,0.442,LE VIEUX-CERIER
17004001,ILE-D AIX,17,10,46.019167,-1.1565,ILE-D'AIX
17053001,BORDS,17,6,45.898833,-0.800833,BORDS
17093002,CHATEAU D'OLERON,17,3,45.862167,-1.204333,LE CHATEAU-D'OLERON
17111001,CLION,17,35,45.476833,-0.510333,CLION
17218001,MARANS,17,2,46.316333,-1.012167,MARANS
17224001,MATHA,17,38,45.858667,-0.319667,MATHA
17236001,MIRAMBEAU,17,55,45.371833,-0.574167,MIRAMBEAU
17243002,MONTLIEU_SAPC,17,89,45.220167,-0.291833,MONTLIEU-LA-GARDE
17248001,MORTAGNE-SUR-GIRONDE_SAPC,17,37,45.477667,-0.789833,MORTAGNE-SUR-GIRONDE
17268002,NUAILLE SUR BOUTONNE,17,36,46.019833,-0.406667,NUAILLE-SUR-BOUTONNE
17300009,LA ROCHELLE-ILE DE RE,17,20,46.178,-1.193167,LA ROCHELLE
17306004,ROYAN-MEDIS,17,12,45.633,-0.974667,MEDIS
17308001,ST AGNANT,17,18,45.888,-0.984667,SAINT-AGNANT
17318001,SAINT-CLEMENT DES BALEINES,17,10,46.243,-1.561667,SAINT-CLEMENT-DES-BALEINES
17323001,CHASSIRON,17,11,46.046833,-1.411667,SAINT-DENIS-D'OLERON
17339002,ST GERMAIN DE LUSIGNAN,17,71,45.458333,-0.409667,SAINT-GERMAIN-DE-LUSIGNAN
17353001,ST-LAURENT PREE-INRA,17,3,45.988333,-1.027,SAINT-LAURENT-DE-LA-PREE
17415003,SAINTES,17,38,45.761167,-0.652,SAINTES
17477001,VILLIERS_SAPC,17,106,45.9875,-0.152,VILLIERS-COUTURE
18003003,LES AIX-D'ANG.,18,195,47.209667,2.552333,LES AIX-D'ANGILLON
18015003,AUBIGNY-SUR-NERE,18,176,47.4995,2.427333,AUBIGNY-SUR-NERE
18033001,BOURGES,18,161,47.059167,2.359833,BOURGES
18036001,BRINAY,18,131,47.166667,2.081,BRINAY
18037001,BRINON,18,133,47.5645,2.262333,BRINON-SUR-SAULDRE
18047001,CHAPELLE-D'ANG_SAPC,18,190,47.373833,2.426667,LA CHAPELLE-D'ANGILLON
18057003,CHATEAUMEILLANT,18,243,46.564,2.2175,CHATEAUMEILLANT
18087001,DUN,18,160,46.878333,2.566167,DUN-SUR-AURON
18089001,EPINEUIL,18,228,46.563333,2.519833,EPINEUIL-LE-FLEURIEL
18090001,ETRECHY,18,194,47.147167,2.698667,ETRECHY
18092001,AVORD,18,175,47.052167,2.642167,FARGES-EN-SEPTAINE
18103001,GRACAY,18,108,47.139333,1.844667,GRACAY
18109002,HENRICHEMONT,18,377,47.285833,2.579167,HENRICHEMONT
18125004,LERE,18,139,47.457833,2.893167,LERE
18127001,LIGNIERES,18,191,46.753333,2.1985,LIGNIERES
18159001,NANCAY,18,142,47.393167,2.201,NANCAY
18165001,NEUVY-SUR-BAR.,18,154,47.323,2.243833,NEUVY-SUR-BARANGEON
18172001,ORVAL,18,165,46.721667,2.483167,ORVAL
18172003,ORVAL RAD,18,165,46.731,2.467333,ORVAL
18175001,OUROUER-LES-B.,18,253,46.919833,2.8185,OUROUER-LES-BOURDELINS
18175003,OUROUER,18,221,46.925333,2.803333,OUROUER-LES-BOURDELINS
18187004,PREVERANGES,18,462,46.425333,2.2365,PREVERANGES
18190001,QUINCY,18,124,47.129833,2.152333,QUINCY
18207003,ST-FLORENT/CHER,18,146,46.989333,2.248667,SAINT-FLORENT-SUR-CHER
18223003,ST-MARTIN-D'A.,18,172,47.200667,2.416833,SAINT-MARTIN-D'AUXIGNY
18231001,ST-PIERRE,18,174,46.729,2.631667,SAINT-PIERRE-LES-ETIEUX
18242001,SANCOINS,18,203,46.831333,2.9265,SANCOINS
18269001,VAILLY,18,197,47.456833,2.641667,VAILLY-SUR-SAULDRE
18279001,VIERZON - VEVES,18,98,47.2195,2.014167,VIERZON
19010001,ARGENTAT,19,190,45.101333,1.9375,ARGENTAT-SUR-DORDOGNE
19016001,BAR,19,269,45.3445,1.823833,BAR
19031008,BRIVE,19,115,45.146667,1.473333,BRIVE-LA-GAILLARDE
19033001,BUGEAT,19,694,45.602667,1.930333,BUGEAT
19034001,CAMPS,19,519,44.983667,1.988333,CAMPS-SAINT-MATHURIN-LEOBAZEL
19073006,EGLETONS,19,610,45.398833,2.059167,EGLETONS
19121002,LUBERSAC,19,390,45.410333,1.411167,LUBERSAC
19125001,MARCILLAC,19,598,45.2835,2.039833,MARCILLAC-LA-CROISILLE
19136002,MEYMAC,19,670,45.534333,2.154333,MEYMAC
19139001,MILLEVACHES,19,915,45.642667,2.0955,MILLEVACHES
19147001,BRIVE-SOUILLAC,19,295,45.036333,1.491667,NESPOULS
19148001,NEUVIC,19,615,45.379167,2.2815,NEUVIC
19164001,PEYRELEVADE,19,827,45.701,2.058667,PEYRELEVADE
19201001,USSEL-THALAMY,19,740,45.537333,2.42,SAINT-EXUPERY-LES-ROCHES
19237001,ST-PRIVAT,19,585,45.139,2.096,SAINT-PRIVAT
19264001,SOURSAC,19,528,45.249,2.212833,SOURSAC
19272001,TULLE,19,235,45.2425,1.740333,TULLE
19275001,USSEL-LAMARTINE,19,654,45.558833,2.321333,USSEL
19276006,UZERCHE,19,422,45.396333,1.568167,UZERCHE
19288004,VOUTEZAC,19,124,45.279833,1.416,VOUTEZAC
20004002,AJACCIO,20,5,41.918,8.792667,AJACCIO
20004003,AJACCIO-PARATA,20,124,41.908333,8.618167,AJACCIO
20004014,AJACCIO-MILELLI_SAPC,20,86,41.9385,8.720833,AJACCIO
20007402,SPONDE-NIVOSE,20,1981,42.3245,8.882667,ALBERTACCE
20023005,ASCO_SAPC,20,1400,42.403833,8.922667,ASCO
20029003,BARBAGGIO_SAPC,20,572,42.679833,9.389333,BARBAGGIO
20033015,BASTIA_SAPC,20,26,42.704333,9.444833,BASTIA
20040001,BOCOGNANO-GARE,20,660,42.080167,9.0525,BOCOGNANO
20040004,BOCOGNANO,20,1019,42.104167,9.103333,BOCOGNANO
20041001,CAP PERTUSATO,20,107,41.374833,9.178333,BONIFACIO
20046002,CAGNANO,20,278,42.886667,9.4395,CAGNANO
20047006,CALACUCCIA,20,811,42.3315,9.0215,CALACUCCIA
20050001,CALVI,20,57,42.5295,8.7915,CALVI
20054002,CAMPILE_SAPC,20,499,42.494667,9.353,CAMPILE
20083001,CASTIRLA,20,376,42.380167,9.134167,CASTIRLA
20092001,CONCA,20,253,41.717,9.3485,CONCA
20093002,ILE ROUSSE,20,142,42.633167,8.922667,CORBARA
20096008,CORTE,20,350,42.2885,9.193167,CORTE
20096009,RESTONICA_SAPC,20,1372,42.229667,9.031333,CORTE
20107001,CAP CORSE,20,72,43.003833,9.3595,ERSA
20108002,EVISA-ONF,20,1030,42.263333,8.838667,EVISA
20114002,FIGARI,20,20,41.505167,9.103667,FIGARI
20126001,GIUNCAGGIO_SAPC,20,685,42.2165,9.369333,GIUNCAGGIO
20135002,ISOLACCIO DI FIUMORBO,20,198,41.992333,9.305,ISOLACCIO-DI-FIUMORBO
20142001,LEVIE,20,571,41.7035,9.125833,LEVIE
20148001,BASTIA,20,10,42.540667,9.485167,LUCCIANA
20154001,MARIGNANA,20,515,42.188833,8.655333,MARIGNANA
20160001,MOCA-CROCE,20,951,41.761667,9.0165,MOCA-CROCE
20169007,PONTE-LECCIA,20,240,42.472667,9.199833,MOROSAGLIA
20185003,OLETTA,20,75,42.632333,9.3205,OLETTA
20190002,OLMI-CAPPELLA,20,844,42.5295,9.0165,OLMI-CAPPELLA
20209003,PERI_SAPC,20,433,42.003167,8.905667,PERI
20211001,PETRETO BICCHISANO,20,450,41.785167,8.979167,PETRETO-BICCHISANO
20223001,PIETRALBA,20,510,42.541,9.172,PIETRALBA
20232002,PILA-CANALE,20,407,41.8145,8.903667,PILA-CANALE
20247001,LA CHIAPPA,20,57,41.594833,9.363167,PORTO-VECCHIO
20249003,PROPRIANO,20,34,41.678167,8.915,PROPRIANO
20254006,QUENZA,20,932,41.777667,9.142833,QUENZA
20258001,RENNO,20,755,42.190167,8.807167,RENNO
20264001,RUSIO,20,863,42.367167,9.266167,RUSIO
20264002,RUSIO_SAPC,20,860,42.364167,9.2645,RUSIO
20268001,SAMPOLO,20,837,41.943,9.123,SAMPOLO
20270001,SARI D'ORCINO,20,407,42.0785,8.802333,SARI-D'ORCINO
20272001,SARTENE-CIMETIERE,20,272,41.620167,8.962167,SARTENE
20272004,SARTENE,20,62,41.652333,8.979333,SARTENE
20273001,SCATA,20,185,42.429333,9.412167,SCATA
20281001,CAP SAGRO,20,111,42.798333,9.488667,SISCO
20303002,ALISTRO,20,65,42.259667,9.5415,SAN-GIULIANO
20312001,SANTA MARIA SICHE,20,541,41.879167,8.989167,SANTA-MARIA-SICHE
20314006,SANTO PIETRO DI TENDA,20,484,42.635833,9.200667,SANTO-PIETRO-DI-TENDA
20326001,TOLLA_SAPC,20,698,41.9635,8.959167,TOLLA
20341400,MANICCIA-NIVOSE,20,2360,42.21,9.05,VENACO
20342001,SOLENZARA,20,12,41.921833,9.400833,VENTISERI
20354008,VIVARIO_SAPC,20,773,42.152667,9.149167,VIVARIO
21056001,BEIRE LE CHATEL,21,250,47.413833,5.208333,BEIRE-LE-CHATEL
21065001,BESSEY,21,593,47.086,4.743167,BESSEY-EN-CHAUME
21116002,BURE LES TEMPLIERS_SAPC,21,461,47.7195,4.948167,BURE-LES-TEMPLIERS
21131001,PAGNY-LE-CHATEAU,21,182,47.043167,5.190667,PAGNY-LE-CHATEAU
21154001,CHATILLON/SEINE,21,262,47.849333,4.581333,CHATILLON-SUR-SEINE
21231001,DIJON,21,241,47.320667,5.019333,DIJON
21231007,DIJON TOISON,21,270,47.358333,5.043333,DIJON
21310001,GROSBOIS-EN-MONTAGNE,21,376,47.319333,4.596333,GROSBOIS-EN-MONTAGNE
21326001,JOURS LES BAIGNEUX_SAPC,21,392,47.636,4.596333,JOURS-LES-BAIGNEUX
21386001,MARIGNY LE CAHOUET,21,335,47.4475,4.4335,MARIGNY-LE-CAHOUET
21390001,MARSANNAY LA COTE,21,280,47.266667,4.986833,MARSANNAY-LA-COTE
21395001,MASSINGY-LES-VITTEAUX_SAPC,21,509,47.388667,4.586333,MASSINGY-LES-VITTEAUX
21425001,MONTBARD_SAPC,21,209,47.6285,4.3305,MONTBARD
21454001,NICEY,21,209,47.860333,4.315333,NICEY
21473001,DIJON-LONGVIC,21,219,47.267833,5.088333,OUGES
21501003,POUILLY EN AUX_SAPC,21,412,47.251333,4.561,POUILLY-EN-AUXOIS
21503001,POUILLY SUR VINGEANNE,21,239,47.542667,5.417667,POUILLY-SUR-VINGEANNE
21519001,RECEY SUR OURCE,21,326,47.782167,4.864167,RECEY-SUR-OURCE
21527001,LA ROCHEPOT,21,417,46.9525,4.674,LA ROCHEPOT
21561003,ST-MARTIN-DU-M,21,578,47.4005,4.781167,SAINT-MARTIN-DU-MONT
21564001,ST NIC. CITEAUX,21,203,47.122167,5.072167,SAINT-NICOLAS-LES-CITEAUX
21567001,ARNAY_SAPC,21,396,47.124833,4.498667,SAINT-PRIX-LES-ARNAY
21584001,SAULIEU,21,586,47.264167,4.215,SAULIEU
21590001,SAVIGNY LES BEA,21,246,47.056333,4.836667,SAVIGNY-LES-BEAUNE
21603001,SEMUR EN AUXOIS_SAPC,21,314,47.482,4.34,SEMUR-EN-AUXOIS
21633002,THOREY SOUS CHARNY_SAPC,21,421,47.319167,4.4395,THOREY-SOUS-CHARNY
21638002,TIL-CHATEL_SAPC,21,283,47.544833,5.2075,TIL-CHATEL
22005003,BELLE-ISLE-EN-TERRE,22,158,48.55,-3.3875,BELLE-ISLE-EN-TERRE
22016001,ILE-DE-BREHAT,22,25,48.855167,-3.0045,ILE-DE-BREHAT
22032002,CAULNES-EDF,22,75,48.298333,-2.142167,CAULNES
22033001,CAUREL-EDF,22,150,48.207667,-3.051333,CAUREL
22046003,COLLINEE-EDF,22,201,48.294833,-2.499333,LE MENE
22052002,DUAULT,22,181,48.37,-3.454167,DUAULT
22092001,KERPERT,22,281,48.404,-3.147667,KERPERT
22108001,LANLEFF,22,78,48.691167,-3.0405,LANLEFF
22113006,LANNION_AERO,22,85,48.755333,-3.468667,LANNION
22114003,LANRELAS-EDF,22,112,48.248833,-2.2915,LANRELAS
22136001,LOUDEAC,22,130,48.165167,-2.765,LOUDEAC
22138003,MAEL-PESTIVIEN-EDF,22,257,48.418667,-3.303167,MAEL-PESTIVIEN
22147006,MERDRIGNAC,22,145,48.188,-2.4205,MERDRIGNAC
22168001,PLOUMANAC'H,22,55,48.825833,-3.473167,PERROS-GUIREC
22203002,PLOEUC-SUR-LIE,22,196,48.335,-2.770333,PLOEUC-L'HERMITAGE
22219003,PLOUGUENAST,22,235,48.265833,-2.748333,PLOUGUENAST-LANGAST
22243001,PLUSQUELLEC,22,214,48.404167,-3.522333,PLUSQUELLEC
22247002,POMMERIT-JAUDY,22,55,48.742,-3.251,LA ROCHE-JAUDY
22261002,QUINTENIC,22,71,48.519167,-2.42,QUINTENIC
22263001,LE QUIOU,22,20,48.3445,-2.0085,LE QUIOU
22266001,ROSTRENEN,22,236,48.226667,-3.295333,ROSTRENEN
22282001,SAINT-CAST-LE-G,22,35,48.6445,-2.247,SAINT-CAST-LE-GUILDO
22294003,ST-GILLES-PLIGEAUX-EDF,22,266,48.384333,-3.091333,SAINT-GILLES-PLIGEAUX
22372001,ST BRIEUC,22,135,48.534667,-2.852,TREMUSON
23008004,AUBUSSON_SAPC,23,486,45.957833,2.187833,AUBUSSON
23013001,AUZANCES_SAPC,23,564,46.0215,2.489333,AUZANCES
23021001,BENEVENT_SAPC,23,460,46.121,1.6285,BENEVENT-L'ABBAYE
23025001,BONNAT,23,382,46.315333,1.916333,BONNAT
23030004,BOURGANEUF,23,513,45.942333,1.725833,BOURGANEUF
23031002,BOUSSAC_SAPC,23,380,46.343333,2.228333,BOUSSAC
23046001,CHAMBONCHARD,23,320,46.176,2.553,CHAMBONCHARD
23067001,LA COURTINE,23,772,45.702667,2.263667,LA COURTINE
23069002,CROCQ,23,710,45.867167,2.362167,CROCQ
23075001,DUN LE PALESTEL,23,365,46.317833,1.666833,DUN-LE-PALESTEL
23079002,FELLETIN,23,635,45.880167,2.186,FELLETIN
23089001,GENOUILLAC,23,306,46.352333,1.985,GENOUILLAC
23090003,GENTIOUX,23,794,45.785,1.997333,GENTIOUX-PIGEROLLES
23113001,LUPERSAT_SAPC,23,610,45.9865,2.393167,LUPERSAT
23142001,NEOUX,23,585,45.915667,2.260667,NEOUX
23155001,PONTARION_SAPC,23,455,45.995667,1.852833,PONTARION
23176001,LA SOUTERRAINE,23,370,46.2425,1.451833,LA SOUTERRAINE
23206002,GUERET-ST LAURENT,23,365,46.1755,1.950333,SAINT-LAURENT
23209001,SAINT-LOUP_SAPC,23,440,46.140667,2.2645,SAINT-LOUP
24035003,BELVES,24,238,44.782667,0.956,SAINT-PARDOUX-ET-VIELVIC
24037005,BERGERAC,24,49,44.822833,0.524167,BERGERAC
24064001,BRANTOME,24,129,45.356833,0.645833,BRANTOME EN PERIGORD
24133002,LA COQUILLE,24,324,45.5445,0.982167,LA COQUILLE
24138004,COULOUNIEIX,24,217,45.1595,0.676667,COULOUNIEIX-CHAMIERS
24152001,DOMME,24,165,44.798333,1.219667,DOMME
24172001,LES EYZIES DE TAYAC,24,73,44.935167,1.0195,LES EYZIES
24226001,LAMOTHE MONTRAV,24,9,44.837333,0.041167,LAMOTHE-MONTRAVEL
24280001,MONPAZIER,24,199,44.684,0.891667,MONPAZIER
24291001,MONTIGNAC,24,77,45.052167,1.147333,MONTIGNAC-LASCAUX
24335001,PORT STE FOY,24,28,44.85,0.185667,PORT-SAINTE-FOY-ET-PONCHAPT
24376001,ST AULAYE,24,64,45.197833,0.155333,SAINT AULAYE-PUYMANGOU
24452001,ST MARTIAL VIVEYROLS,24,166,45.357833,0.319333,SAINT-MARTIAL-VIVEYROL
24453001,ST MARTIN  DE FRESSENGEAS,24,277,45.4755,0.848333,SAINT-MARTIN-DE-FRESSENGEAS
24455001,ST MARTIN RIB.,24,142,45.234,0.372,SAINT-MARTIN-DE-RIBERAC
24516002,SALIGNAC-EYVIGUES,24,276,44.936667,1.364667,SALIGNAC-EYVIGUES
24547002,TERRASSON-LAVILLEDIEU,24,90,45.1355,1.2925,TERRASSON-LAVILLEDIEU
24550003,THENON,24,265,45.112667,1.0385,THENON
25007001,ADAM-LES-VERCEL,25,665,47.169667,6.394667,ADAM-LES-VERCEL
25021001,ARC-ET-SENANS,25,235,47.0315,5.782,ARC-ET-SENANS
25047001,BAUME-LES-DAMES,25,267,47.347167,6.350333,BAUME-LES-DAMES
25056001,BESANCON,25,307,47.249,5.988833,BESANCON
25087002,BRANNE_SAPC,25,287,47.378,6.472167,BRANNE
25127001,CHARQUEMONT,25,884,47.218833,6.815,CHARQUEMONT
25195001,DANNEMARIE-SUR-,25,267,47.201333,5.872833,DANNEMARIE-SUR-CRETE
25219002,EPENOY,25,752,47.127167,6.366333,EPENOY
25222001,ETALANS_SAPC,25,540,47.1525,6.210167,ETALANS
25223002,COULANS,25,468,47.023333,6.0205,ETERNOZ
25254001,LES FOURGS,25,1140,46.834,6.4365,LES FOURGS
25285001,GRAND'COMBE-CHATELEU_SAPC,25,769,47.019167,6.567167,GRAND'COMBE-CHATELEU
25320001,LABERGEMENT,25,863,46.779667,6.2795,LABERGEMENT-SAINTE-MARIE
25334001,LEVIER_SAPC,25,713,46.949333,6.124167,LEVIER
25356003,MAICHE,25,825,47.243,6.791,MAICHE
25372001,MEDIERE,25,302,47.456,6.601333,MEDIERE
25413001,MOUTHE,25,940,46.707,6.2095,MOUTHE
25453001,PIERREFONTAINE,25,695,47.216667,6.528833,PIERREFONTAINE-LES-VARANS
25462001,PONTARLIER,25,831,46.904833,6.339667,PONTARLIER
25468001,POULIGNEY,25,286,47.333833,6.199,POULIGNEY-LUSANS
25494001,LA BOISSAUDE ROCHEJEAN,25,1222,46.729,6.322833,ROCHEJEAN
25512001,LE RUSSEY,25,891,47.162167,6.7375,LE RUSSEY
25529002,SANCEY-LE-GRAND,25,490,47.3015,6.581667,SANCEY
26002003,ALBON,26,153,45.252333,4.822333,ALBON
26035001,BEAUFORT-S-GERV,26,379,44.778,5.139,BEAUFORT-SUR-GERVANNE
26047001,BELLEGARDE-EN-D,26,1017,44.535167,5.454333,BELLEGARDE-EN-DIOIS
26050001,BESIGNAN,26,556,44.3205,5.317,BESIGNAN
26056001,BOURDEAUX,26,432,44.580167,5.142833,BOURDEAUX
26063002,BUIS -BARONNIES,26,390,44.277833,5.270667,BUIS-LES-BARONNIES
26064001,VALENCE-CHABEUI,26,163,44.914833,4.971833,CHABEUIL
26074001,CHAPELLE-EN-VERCORS_SAPC,26,879,44.9615,5.422167,LA CHAPELLE-EN-VERCORS
26113003,DIE,26,384,44.767667,5.3435,DIE
26116002,DONZERE,26,66,44.429167,4.725333,DONZERE
26124001,ETOILE,26,145,44.819,4.8895,ETOILE-SUR-RHONE
26142001,GLANDAGE_SAPC,26,1007,44.674667,5.615167,GLANDAGE
26165001,LIVRON,26,98,44.794167,4.830667,LIVRON-SUR-DROME
26168001,LUS L CROIX HTE,26,1059,44.672833,5.710833,LUS-LA-CROIX-HAUTE
26176001,MARSANNE,26,280,44.643333,4.871667,MARSANNE
26177001,MARSAZ,26,213,45.113167,4.938667,MARSAZ
26179001,MERCUROL,26,153,45.0585,4.8835,MERCUROL-VEAUNES
26182001,MIRABEL-AUX-BAR,26,238,44.328667,5.100833,MIRABEL-AUX-BARONNIES
26189001,MONTAUBAN-S-OUV,26,689,44.276,5.478333,RIOMS
26191001,MONTBOUCHER-S-J,26,136,44.545,4.824167,MONTBOUCHER-SUR-JABRON
26198001,MONTELIMAR,26,73,44.581167,4.733,MONTELIMAR
26220010,NYONS P182,26,316,44.359167,5.1155,NYONS
26235001,PIERRELATTE,26,51,44.351833,4.715833,PIERRELATTE
26258001,PUY-ST-MARTIN,26,211,44.618167,4.976833,PUY-SAINT-MARTIN
26264002,REMUZAT,26,475,44.431667,5.367,CORNILLAC
26273002,ROCHEFORT-SAMSON_SAPC,26,368,44.990667,5.165167,ROCHEFORT-SAMSON
26281001,ROMANS_SAPC,26,156,45.050167,4.998667,ROMANS-SUR-ISERE
26290002,COL DE ROUSSET_SAPC,26,1400,44.841667,5.421667,SAINT-AGNAN-EN-VERCORS
26292002,ST-AUBAN,26,625,44.294833,5.409833,SAINT-AUBAN-SUR-L'OUVEZE
26295001,ST-BARTHELEMY-V_SAPC,26,203,45.173833,4.9025,SAINT-BARTHELEMY-DE-VALS
26298001,ST-CHRISTOPHE-L_SAPC,26,452,45.229333,5.071833,SAINT-CHRISTOPHE-ET-LE-LARIS
26307001,ST-JEAN-EN-ROYA,26,308,45.009167,5.2925,SAINT-JEAN-EN-ROYANS
26313001,ST-MARCEL-LES-V-INRA,26,190,44.980167,4.931333,SAINT-MARCEL-LES-VALENCE
26321003,ST-NAZAIRE-LE-D,26,607,44.5545,5.284833,SAINT-NAZAIRE-LE-DESERT
26327001,ST ROMAN-DIOIS,26,545,44.693833,5.428333,SAINT-ROMAN
26330001,ST-SORLIN-EN-VA,26,237,45.271167,4.930333,SAINT-SORLIN-EN-VALLOIRE
26340001,SEDERON,26,804,44.202333,5.538833,SEDERON
26348001,TAULIGNAN,26,257,44.430167,4.989833,TAULIGNAN
26361001,VALDROME,26,786,44.505333,5.576667,VALDROME
26377003,VINSOBRES,26,346,44.337333,5.060167,VINSOBRES
26380002,GERVANS,26,157,45.1125,4.828833,GERVANS
27016001,LES ANDELYS,27,16,49.244667,1.412833,LES ANDELYS
27056003,BERNAY,27,166,49.101333,0.559833,BERNAY
27096001,LES BOTTEREAUX,27,212,48.8775,0.687,LES BOTTEREAUX
27100001,BOULLEVILLE,27,122,49.361,0.392833,BOULLEVILLE
27112001,BRETEUIL,27,168,48.8375,0.907667,BRETEUIL
27116001,BRIONNE,27,59,49.1905,0.713667,BRIONNE
27226001,ETREPAGNY,27,92,49.307167,1.619333,ETREPAGNY
27306001,GUICHAINVILLE,27,147,48.977,1.181667,GUICHAINVILLE
27347001,EVREUX-HUEST,27,138,49.025,1.221667,HUEST
27367001,LIEUREY,27,163,49.233,0.524667,LIEUREY
27375001,LOUVIERS,27,25,49.204167,1.187167,LOUVIERS
27422001,MUIDS,27,31,49.224167,1.2805,MUIDS
27457001,PISEUX,27,176,48.773,0.9775,PISEUX
28041001,BLANDAINVILLE,28,163,48.3035,1.270667,BLANDAINVILLE
28051002,BONNEVAL,28,134,48.205167,1.417333,BONNEVAL
28064002,BU_SAPC,28,132,48.8015,1.493167,BU
28070001,CHARTRES,28,155,48.4605,1.501167,CHAMPHOL
28078001,CHAPELLE-GUILLAUME_SAPC,28,197,48.112,0.905833,CHAPELLE-GUILLAUME
28190001,GUILLONVILLE_CA28,28,132,48.091333,1.666167,GUILLONVILLE
28190002,GUILLONVILLE,28,133,48.092833,1.6675,GUILLONVILLE
28195001,HOUX,28,107,48.566167,1.620833,HOUX
28196003,ILLIERS-COMBRAY_SAPC,28,170,48.2835,1.253167,ILLIERS-COMBRAY
28198001,CHATEAUDUN,28,126,48.061333,1.376333,JALLANS
28206001,LAONS,28,171,48.706833,1.173167,LAONS
28214003,LA LOUPE_SAPC,28,200,48.481,1.013333,LA LOUPE
28215001,LOUVILLE,28,145,48.329333,1.816833,LOUVILLE-LA-CHENARD
28239002,MARVILLE_SAPC,28,153,48.652667,1.371833,MARVILLE-MOUTIERS-BRULE
28252002,MIERMAIGNE,28,267,48.253,0.99,MIERMAIGNE
